...1,meanhighscores,percentmill,mytriggs,num_creatures1,num_creatures2,num_creatures3,players,creatureSum,TEC
16345,0.3825,0,1,5,10,21,5 10 21,36,36
16346,1.7736,0,2,5,10,21,5 10 21,36,72
16347,12.3968,7.52,3,5,10,21,5 10 21,36,108
16348,35.6707,28.32,4,5,10,21,5 10 21,36,144
16349,0.4029,0,1,5,10,22,5 10 22,37,37
16350,1.9566,0,2,5,10,22,5 10 22,37,74
16351,14.042,9.61,3,5,10,22,5 10 22,37,111
16352,38.7411,30.57,4,5,10,22,5 10 22,37,148
16353,0.4099,0,1,5,10,23,5 10 23,38,38
16354,1.9803,0,2,5,10,23,5 10 23,38,76
16355,15.2074,10.83,3,5,10,23,5 10 23,38,114
16356,41.0909,32.2,4,5,10,23,5 10 23,38,152
16357,0.4121,0,1,5,10,24,5 10 24,39,39
16358,2.1948,0,2,5,10,24,5 10 24,39,78
16359,18.2684,13.96,3,5,10,24,5 10 24,39,117
16360,44.6179,34.4,4,5,10,24,5 10 24,39,156
16361,0.4225,0,1,5,10,25,5 10 25,40,40
16362,2.2717,0,2,5,10,25,5 10 25,40,80
16363,19.8664,15.5,3,5,10,25,5 10 25,40,120
16364,46.2395,35.46,4,5,10,25,5 10 25,40,160
16365,0.451,0,1,5,10,26,5 10 26,41,41
16366,2.5568,0,2,5,10,26,5 10 26,41,82
16367,21.9704,17.48,3,5,10,26,5 10 26,41,123
16368,51.3083,39,4,5,10,26,5 10 26,41,164
16369,0.4637,0,1,5,10,27,5 10 27,42,42
16370,2.8243,0,2,5,10,27,5 10 27,42,84
16371,25.2587,20.49,3,5,10,27,5 10 27,42,126
16372,52.3893,39.51,4,5,10,27,5 10 27,42,168
16373,0.4645,0,1,5,10,28,5 10 28,43,43
16374,3.0285,0,2,5,10,28,5 10 28,43,86
16375,26.8015,21.72,3,5,10,28,5 10 28,43,129
16376,55.7052,41.4,4,5,10,28,5 10 28,43,172
16377,0.488,0,1,5,10,29,5 10 29,44,44
16378,3.58,0,2,5,10,29,5 10 29,44,88
16379,29.3592,23.89,3,5,10,29,5 10 29,44,132
16380,60.9853,45.06,4,5,10,29,5 10 29,44,176
16381,0.4965,0,1,5,10,30,5 10 30,45,45
16382,3.8066,0,2,5,10,30,5 10 30,45,90
16383,31.9312,26.03,3,5,10,30,5 10 30,45,135
16384,63.0464,45.96,4,5,10,30,5 10 30,45,180
16385,0.5092,0,1,5,10,31,5 10 31,46,46
16386,4.5313,0,2,5,10,31,5 10 31,46,92
16387,34.1795,27.84,3,5,10,31,5 10 31,46,138
16388,66.8151,48.34,4,5,10,31,5 10 31,46,184
16389,0.5131,0,1,5,10,32,5 10 32,47,47
16390,4.7221,0,2,5,10,32,5 10 32,47,94
16391,36.8735,29.93,3,5,10,32,5 10 32,47,141
16392,68.0316,49.02,4,5,10,32,5 10 32,47,188
16393,0.5313,0,1,5,10,33,5 10 33,48,48
16394,5.1403,0,2,5,10,33,5 10 33,48,96
16395,39.0087,31.43,3,5,10,33,5 10 33,48,144
16396,72.667,51.5,4,5,10,33,5 10 33,48,192
16397,0.5373,0,1,5,10,34,5 10 34,49,49
16398,5.9304,0,2,5,10,34,5 10 34,49,98
16399,42.1588,33.76,3,5,10,34,5 10 34,49,147
16400,73.9291,52.12,4,5,10,34,5 10 34,49,196
16401,0.5602,0,1,5,10,35,5 10 35,50,50
16402,6.9493,1.08,2,5,10,35,5 10 35,50,100
16403,44.9979,35.88,3,5,10,35,5 10 35,50,150
16404,77.7631,54.29,4,5,10,35,5 10 35,50,200
16405,0.5674,0,1,5,10,36,5 10 36,51,51
16406,8.0885,2.92,2,5,10,36,5 10 36,51,102
16407,46.7195,37.08,3,5,10,36,5 10 36,51,153
16408,82.1019,56.64,4,5,10,36,5 10 36,51,204
16409,0.5861,0,1,5,10,37,5 10 37,52,52
16410,8.9436,4.43,2,5,10,37,5 10 37,52,104
16411,51.4131,40.41,3,5,10,37,5 10 37,52,156
16412,85.8647,58.48,4,5,10,37,5 10 37,52,208
16413,0.6102,0,1,5,10,38,5 10 38,53,53
16414,10.214,5.92,2,5,10,38,5 10 38,53,106
16415,53.9624,42.06,3,5,10,38,5 10 38,53,159
16416,85.4887,57.99,4,5,10,38,5 10 38,53,212
16417,0.5994,0,1,5,10,39,5 10 39,54,54
16418,11.9638,8.02,2,5,10,39,5 10 39,54,108
16419,55.2006,42.66,3,5,10,39,5 10 39,54,162
16420,91.0403,61.11,4,5,10,39,5 10 39,54,216
16421,0.6474,0,1,5,10,40,5 10 40,55,55
16422,13.1427,9.32,2,5,10,40,5 10 40,55,110
16423,58.3677,44.91,3,5,10,40,5 10 40,55,165
16424,95.7055,63.8,4,5,10,40,5 10 40,55,220
16425,0.2837,0,1,5,11,11,5 11 11,27,27
16426,0.9633,0,2,5,11,11,5 11 11,27,54
16427,3.3659,0,3,5,11,11,5 11 11,27,81
16428,11.5421,6.48,4,5,11,11,5 11 11,27,108
16429,0.2902,0,1,5,11,12,5 11 12,28,28
16430,0.9914,0,2,5,11,12,5 11 12,28,56
16431,3.6649,0,3,5,11,12,5 11 12,28,84
16432,13.7924,9.12,4,5,11,12,5 11 12,28,112
16433,0.3019,0,1,5,11,13,5 11 13,29,29
16434,1.103,0,2,5,11,13,5 11 13,29,58
16435,4.0417,0,3,5,11,13,5 11 13,29,87
16436,16.4596,11.81,4,5,11,13,5 11 13,29,116
16437,0.3117,0,1,5,11,14,5 11 14,30,30
16438,1.1198,0,2,5,11,14,5 11 14,30,60
16439,4.741,0,3,5,11,14,5 11 14,30,90
16440,18.7263,14.02,4,5,11,14,5 11 14,30,120
16441,0.3263,0,1,5,11,15,5 11 15,31,31
16442,1.2646,0,2,5,11,15,5 11 15,31,62
16443,5.3751,0,3,5,11,15,5 11 15,31,93
16444,21.8349,16.89,4,5,11,15,5 11 15,31,124
16445,0.3377,0,1,5,11,16,5 11 16,32,32
16446,1.368,0,2,5,11,16,5 11 16,32,64
16447,6.3897,0,3,5,11,16,5 11 16,32,96
16448,24.2415,19.12,4,5,11,16,5 11 16,32,128
16449,0.339,0,1,5,11,17,5 11 17,33,33
16450,1.4921,0,2,5,11,17,5 11 17,33,66
16451,7.6488,0.88,3,5,11,17,5 11 17,33,99
16452,26.9002,21.46,4,5,11,17,5 11 17,33,132
16453,0.3623,0,1,5,11,18,5 11 18,34,34
16454,1.5353,0,2,5,11,18,5 11 18,34,68
16455,8.8939,3.09,3,5,11,18,5 11 18,34,102
16456,29.8792,23.68,4,5,11,18,5 11 18,34,136
16457,0.381,0,1,5,11,19,5 11 19,35,35
16458,1.652,0,2,5,11,19,5 11 19,35,70
16459,10.432,5.04,3,5,11,19,5 11 19,35,105
16460,32.4647,25.85,4,5,11,19,5 11 19,35,140
16461,0.3826,0,1,5,11,20,5 11 20,36,36
16462,1.744,0,2,5,11,20,5 11 20,36,72
16463,12.5496,7.53,3,5,11,20,5 11 20,36,108
16464,34.8021,27.59,4,5,11,20,5 11 20,36,144
16465,0.3925,0,1,5,11,21,5 11 21,37,37
16466,1.9315,0,2,5,11,21,5 11 21,37,74
16467,14.5973,10.03,3,5,11,21,5 11 21,37,111
16468,38.2439,30.29,4,5,11,21,5 11 21,37,148
16469,0.4109,0,1,5,11,22,5 11 22,38,38
16470,2.0851,0,2,5,11,22,5 11 22,38,76
16471,16.7672,12.26,3,5,11,22,5 11 22,38,114
16472,41.5405,32.59,4,5,11,22,5 11 22,38,152
16473,0.4226,0,1,5,11,23,5 11 23,39,39
16474,2.1725,0,2,5,11,23,5 11 23,39,78
16475,18.5898,14.34,3,5,11,23,5 11 23,39,117
16476,45.3232,35.16,4,5,11,23,5 11 23,39,156
16477,0.421,0,1,5,11,24,5 11 24,40,40
16478,2.407,0,2,5,11,24,5 11 24,40,80
16479,20.2382,15.97,3,5,11,24,5 11 24,40,120
16480,47.5663,36.42,4,5,11,24,5 11 24,40,160
16481,0.4494,0,1,5,11,25,5 11 25,41,41
16482,2.5458,0,2,5,11,25,5 11 25,41,82
16483,22.0029,17.56,3,5,11,25,5 11 25,41,123
16484,49.3629,37.69,4,5,11,25,5 11 25,41,164
16485,0.4544,0,1,5,11,26,5 11 26,42,42
16486,2.8248,0,2,5,11,26,5 11 26,42,84
16487,24.3727,19.63,3,5,11,26,5 11 26,42,126
16488,51.9543,39.19,4,5,11,26,5 11 26,42,168
16489,0.4676,0,1,5,11,27,5 11 27,43,43
16490,3.1324,0,2,5,11,27,5 11 27,43,86
16491,27.4682,22.41,3,5,11,27,5 11 27,43,129
16492,56.2616,42.04,4,5,11,27,5 11 27,43,172
16493,0.4688,0,1,5,11,28,5 11 28,44,44
16494,3.4015,0,2,5,11,28,5 11 28,44,88
16495,28.9179,23.59,3,5,11,28,5 11 28,44,132
16496,60.3299,44.73,4,5,11,28,5 11 28,44,176
16497,0.4966,0,1,5,11,29,5 11 29,45,45
16498,3.8171,0,2,5,11,29,5 11 29,45,90
16499,31.1481,25.35,3,5,11,29,5 11 29,45,135
16500,63.4638,46.47,4,5,11,29,5 11 29,45,180
16501,0.4915,0,1,5,11,30,5 11 30,46,46
16502,4.4699,0,2,5,11,30,5 11 30,46,92
16503,34.6988,28.21,3,5,11,30,5 11 30,46,138
16504,64.8456,47,4,5,11,30,5 11 30,46,184
16505,0.5122,0,1,5,11,31,5 11 31,47,47
16506,4.8586,0,2,5,11,31,5 11 31,47,94
16507,36.069,29.2,3,5,11,31,5 11 31,47,141
16508,67.4141,48.3,4,5,11,31,5 11 31,47,188
16509,0.5349,0,1,5,11,32,5 11 32,48,48
16510,5.1335,0,2,5,11,32,5 11 32,48,96
16511,38.2413,30.88,3,5,11,32,5 11 32,48,144
16512,72.2111,51.26,4,5,11,32,5 11 32,48,192
16513,0.5432,0,1,5,11,33,5 11 33,49,49
16514,6.0584,0,2,5,11,33,5 11 33,49,98
16515,42.449,34.01,3,5,11,33,5 11 33,49,147
16516,75.294,52.54,4,5,11,33,5 11 33,49,196
16517,0.5696,0,1,5,11,34,5 11 34,50,50
16518,6.944,1.12,2,5,11,34,5 11 34,50,100
16519,44.9628,35.97,3,5,11,34,5 11 34,50,150
16520,78.0389,54.22,4,5,11,34,5 11 34,50,200
16521,0.5866,0,1,5,11,35,5 11 35,51,51
16522,8.0872,3.04,2,5,11,35,5 11 35,51,102
16523,46.4494,36.88,3,5,11,35,5 11 35,51,153
16524,81.9836,56.6,4,5,11,35,5 11 35,51,204
16525,0.6072,0,1,5,11,36,5 11 36,52,52
16526,9.3582,4.72,2,5,11,36,5 11 36,52,104
16527,49.2865,38.83,3,5,11,36,5 11 36,52,156
16528,85.1831,58.19,4,5,11,36,5 11 36,52,208
16529,0.6,0,1,5,11,37,5 11 37,53,53
16530,9.9426,5.67,2,5,11,37,5 11 37,53,106
16531,53.3486,41.59,3,5,11,37,5 11 37,53,159
16532,87.1183,59.29,4,5,11,37,5 11 37,53,212
16533,0.623,0,1,5,11,38,5 11 38,54,54
16534,11.5566,7.71,2,5,11,38,5 11 38,54,108
16535,54.828,42.47,3,5,11,38,5 11 38,54,162
16536,90.1837,60.49,4,5,11,38,5 11 38,54,216
16537,0.6377,0,1,5,11,39,5 11 39,55,55
16538,12.7993,8.91,2,5,11,39,5 11 39,55,110
16539,56.7755,43.55,3,5,11,39,5 11 39,55,165
16540,93.7481,62.19,4,5,11,39,5 11 39,55,220
16541,0.652,0,1,5,11,40,5 11 40,56,56
16542,15.7065,11.96,2,5,11,40,5 11 40,56,112
16543,58.9435,44.98,3,5,11,40,5 11 40,56,168
16544,97.178,64.08,4,5,11,40,5 11 40,56,224
16545,0.3056,0,1,5,12,12,5 12 12,29,29
16546,1.1317,0,2,5,12,12,5 12 12,29,58
16547,4.1404,0,3,5,12,12,5 12 12,29,87
16548,16.4303,11.94,4,5,12,12,5 12 12,29,116
16549,0.3187,0,1,5,12,13,5 12 13,30,30
16550,1.1662,0,2,5,12,13,5 12 13,30,60
16551,4.7317,0,3,5,12,13,5 12 13,30,90
16552,19.4974,14.75,4,5,12,13,5 12 13,30,120
16553,0.3286,0,1,5,12,14,5 12 14,31,31
16554,1.2573,0,2,5,12,14,5 12 14,31,62
16555,5.382,0,3,5,12,14,5 12 14,31,93
16556,22.1397,17.2,4,5,12,14,5 12 14,31,124
16557,0.3419,0,1,5,12,15,5 12 15,32,32
16558,1.3571,0,2,5,12,15,5 12 15,32,64
16559,6.2183,0,3,5,12,15,5 12 15,32,96
16560,24.113,19.04,4,5,12,15,5 12 15,32,128
16561,0.337,0,1,5,12,16,5 12 16,33,33
16562,1.3981,0,2,5,12,16,5 12 16,33,66
16563,7.9138,1.09,3,5,12,16,5 12 16,33,99
16564,26.6163,21.17,4,5,12,16,5 12 16,33,132
16565,0.3685,0,1,5,12,17,5 12 17,34,34
16566,1.5056,0,2,5,12,17,5 12 17,34,68
16567,9.0935,2.87,3,5,12,17,5 12 17,34,102
16568,29.4202,23.29,4,5,12,17,5 12 17,34,136
16569,0.3689,0,1,5,12,18,5 12 18,35,35
16570,1.6778,0,2,5,12,18,5 12 18,35,70
16571,10.9634,5.32,3,5,12,18,5 12 18,35,105
16572,31.8781,25.33,4,5,12,18,5 12 18,35,140
16573,0.3862,0,1,5,12,19,5 12 19,36,36
16574,1.7701,0,2,5,12,19,5 12 19,36,72
16575,12.2078,7.21,3,5,12,19,5 12 19,36,108
16576,33.8522,26.76,4,5,12,19,5 12 19,36,144
16577,0.3721,0,1,5,12,20,5 12 20,37,37
16578,1.8885,0,2,5,12,20,5 12 20,37,74
16579,14.2718,9.72,3,5,12,20,5 12 20,37,111
16580,38.1839,30.11,4,5,12,20,5 12 20,37,148
16581,0.4156,0,1,5,12,21,5 12 21,38,38
16582,1.9972,0,2,5,12,21,5 12 21,38,76
16583,15.6403,11.29,3,5,12,21,5 12 21,38,114
16584,39.5876,30.88,4,5,12,21,5 12 21,38,152
16585,0.419,0,1,5,12,22,5 12 22,39,39
16586,2.1598,0,2,5,12,22,5 12 22,39,78
16587,18.3488,14.25,3,5,12,22,5 12 22,39,117
16588,43.4918,33.73,4,5,12,22,5 12 22,39,156
16589,0.4285,0,1,5,12,23,5 12 23,40,40
16590,2.3681,0,2,5,12,23,5 12 23,40,80
16591,20.4653,16.18,3,5,12,23,5 12 23,40,120
16592,46.7385,36.04,4,5,12,23,5 12 23,40,160
16593,0.4492,0,1,5,12,24,5 12 24,41,41
16594,2.6314,0,2,5,12,24,5 12 24,41,82
16595,21.9908,17.54,3,5,12,24,5 12 24,41,123
16596,49.7024,37.99,4,5,12,24,5 12 24,41,164
16597,0.4498,0,1,5,12,25,5 12 25,42,42
16598,2.6895,0,2,5,12,25,5 12 25,42,84
16599,24.6463,20.01,3,5,12,25,5 12 25,42,126
16600,52.8018,39.87,4,5,12,25,5 12 25,42,168
16601,0.4761,0,1,5,12,26,5 12 26,43,43
16602,3.1725,0,2,5,12,26,5 12 26,43,86
16603,26.0874,21.09,3,5,12,26,5 12 26,43,129
16604,55.9032,41.57,4,5,12,26,5 12 26,43,172
16605,0.4751,0,1,5,12,27,5 12 27,44,44
16606,3.454,0,2,5,12,27,5 12 27,44,88
16607,29.489,23.98,3,5,12,27,5 12 27,44,132
16608,59.745,44.05,4,5,12,27,5 12 27,44,176
16609,0.4883,0,1,5,12,28,5 12 28,45,45
16610,3.764,0,2,5,12,28,5 12 28,45,90
16611,31.753,25.83,3,5,12,28,5 12 28,45,135
16612,61.4632,44.77,4,5,12,28,5 12 28,45,180
16613,0.5134,0,1,5,12,29,5 12 29,46,46
16614,4.2906,0,2,5,12,29,5 12 29,46,92
16615,33.8762,27.62,3,5,12,29,5 12 29,46,138
16616,65.1733,47.28,4,5,12,29,5 12 29,46,184
16617,0.526,0,1,5,12,30,5 12 30,47,47
16618,4.6445,0,2,5,12,30,5 12 30,47,94
16619,37.3683,30.35,3,5,12,30,5 12 30,47,141
16620,66.1562,47.37,4,5,12,30,5 12 30,47,188
16621,0.541,0,1,5,12,31,5 12 31,48,48
16622,4.9892,0,2,5,12,31,5 12 31,48,96
16623,39.1695,31.68,3,5,12,31,5 12 31,48,144
16624,70.3929,49.78,4,5,12,31,5 12 31,48,192
16625,0.5465,0,1,5,12,32,5 12 32,49,49
16626,6.3773,0,2,5,12,32,5 12 32,49,98
16627,41.334,33.17,3,5,12,32,5 12 32,49,147
16628,73.6033,51.86,4,5,12,32,5 12 32,49,196
16629,0.5718,0,1,5,12,33,5 12 33,50,50
16630,6.9158,1.06,2,5,12,33,5 12 33,50,100
16631,43.7114,34.92,3,5,12,33,5 12 33,50,150
16632,78.0294,54.1,4,5,12,33,5 12 33,50,200
16633,0.5771,0,1,5,12,34,5 12 34,51,51
16634,8.3051,2.8,2,5,12,34,5 12 34,51,102
16635,45.5737,36.05,3,5,12,34,5 12 34,51,153
16636,80.7076,55.69,4,5,12,34,5 12 34,51,204
16637,0.6066,0,1,5,12,35,5 12 35,52,52
16638,9.3152,4.59,2,5,12,35,5 12 35,52,104
16639,50.0557,39.38,3,5,12,35,5 12 35,52,156
16640,84.9105,57.94,4,5,12,35,5 12 35,52,208
16641,0.6013,0,1,5,12,36,5 12 36,53,53
16642,10.7916,6.4,2,5,12,36,5 12 36,53,106
16643,52.6334,41.01,3,5,12,36,5 12 36,53,159
16644,88.087,59.16,4,5,12,36,5 12 36,53,212
16645,0.6133,0,1,5,12,37,5 12 37,54,54
16646,11.8589,7.7,2,5,12,37,5 12 37,54,108
16647,55.173,42.73,3,5,12,37,5 12 37,54,162
16648,89.1241,59.89,4,5,12,37,5 12 37,54,216
16649,0.6456,0,1,5,12,38,5 12 38,55,55
16650,13.6843,9.88,2,5,12,38,5 12 38,55,110
16651,56.6258,43.52,3,5,12,38,5 12 38,55,165
16652,92.7074,61.44,4,5,12,38,5 12 38,55,220
16653,0.6479,0,1,5,12,39,5 12 39,56,56
16654,14.8843,11.13,2,5,12,39,5 12 39,56,112
16655,59.2016,45.11,3,5,12,39,5 12 39,56,168
16656,96.5794,63.82,4,5,12,39,5 12 39,56,224
16657,0.6641,0,1,5,12,40,5 12 40,57,57
16658,16.067,12.3,2,5,12,40,5 12 40,57,114
16659,63.2124,47.87,3,5,12,40,5 12 40,57,171
16660,98.7516,64.67,4,5,12,40,5 12 40,57,228
16661,0.3306,0,1,5,13,13,5 13 13,31,31
16662,1.2569,0,2,5,13,13,5 13 13,31,62
16663,5.5728,0,3,5,13,13,5 13 13,31,93
16664,20.9417,16.28,4,5,13,13,5 13 13,31,124
16665,0.3352,0,1,5,13,14,5 13 14,32,32
16666,1.342,0,2,5,13,14,5 13 14,32,64
16667,6.3412,0,3,5,13,14,5 13 14,32,96
16668,23.2808,18.3,4,5,13,14,5 13 14,32,128
16669,0.3464,0,1,5,13,15,5 13 15,33,33
16670,1.442,0,2,5,13,15,5 13 15,33,66
16671,7.5071,0.84,3,5,13,15,5 13 15,33,99
16672,26.1601,20.71,4,5,13,15,5 13 15,33,132
16673,0.3692,0,1,5,13,16,5 13 16,34,34
16674,1.5222,0,2,5,13,16,5 13 16,34,68
16675,8.9974,2.88,3,5,13,16,5 13 16,34,102
16676,29.7075,23.81,4,5,13,16,5 13 16,34,136
16677,0.3767,0,1,5,13,17,5 13 17,35,35
16678,1.6202,0,2,5,13,17,5 13 17,35,70
16679,10.5984,5.33,3,5,13,17,5 13 17,35,105
16680,31.2546,24.8,4,5,13,17,5 13 17,35,140
16681,0.3844,0,1,5,13,18,5 13 18,36,36
16682,1.7853,0,2,5,13,18,5 13 18,36,72
16683,11.7262,6.91,3,5,13,18,5 13 18,36,108
16684,35.0413,27.7,4,5,13,18,5 13 18,36,144
16685,0.4019,0,1,5,13,19,5 13 19,37,37
16686,1.8341,0,2,5,13,19,5 13 19,37,74
16687,13.521,9.07,3,5,13,19,5 13 19,37,111
16688,39.3957,31.08,4,5,13,19,5 13 19,37,148
16689,0.4071,0,1,5,13,20,5 13 20,38,38
16690,1.9903,0,2,5,13,20,5 13 20,38,76
16691,15.5998,11.31,3,5,13,20,5 13 20,38,114
16692,40.4775,31.56,4,5,13,20,5 13 20,38,152
16693,0.4227,0,1,5,13,21,5 13 21,39,39
16694,2.261,0,2,5,13,21,5 13 21,39,78
16695,18.0441,13.71,3,5,13,21,5 13 21,39,117
16696,45.0435,34.92,4,5,13,21,5 13 21,39,156
16697,0.4205,0,1,5,13,22,5 13 22,40,40
16698,2.3902,0,2,5,13,22,5 13 22,40,80
16699,20.728,16.35,3,5,13,22,5 13 22,40,120
16700,47.7176,36.64,4,5,13,22,5 13 22,40,160
16701,0.4564,0,1,5,13,23,5 13 23,41,41
16702,2.5499,0,2,5,13,23,5 13 23,41,82
16703,22.6508,18.12,3,5,13,23,5 13 23,41,123
16704,49.9101,37.81,4,5,13,23,5 13 23,41,164
16705,0.4506,0,1,5,13,24,5 13 24,42,42
16706,2.9935,0,2,5,13,24,5 13 24,42,84
16707,23.9474,19.23,3,5,13,24,5 13 24,42,126
16708,52.4608,39.44,4,5,13,24,5 13 24,42,168
16709,0.4707,0,1,5,13,25,5 13 25,43,43
16710,3.1646,0,2,5,13,25,5 13 25,43,86
16711,26.0711,21.28,3,5,13,25,5 13 25,43,129
16712,57.4213,42.77,4,5,13,25,5 13 25,43,172
16713,0.4881,0,1,5,13,26,5 13 26,44,44
16714,3.3534,0,2,5,13,26,5 13 26,44,88
16715,28.625,23.38,3,5,13,26,5 13 26,44,132
16716,59.9409,44.44,4,5,13,26,5 13 26,44,176
16717,0.488,0,1,5,13,27,5 13 27,45,45
16718,3.7356,0,2,5,13,27,5 13 27,45,90
16719,31.24,25.46,3,5,13,27,5 13 27,45,135
16720,61.361,44.76,4,5,13,27,5 13 27,45,180
16721,0.5115,0,1,5,13,28,5 13 28,46,46
16722,4.2302,0,2,5,13,28,5 13 28,46,92
16723,32.996,26.87,3,5,13,28,5 13 28,46,138
16724,66.4717,47.95,4,5,13,28,5 13 28,46,184
16725,0.5299,0,1,5,13,29,5 13 29,47,47
16726,4.6322,0,2,5,13,29,5 13 29,47,94
16727,36.0431,29.22,3,5,13,29,5 13 29,47,141
16728,67.7416,48.53,4,5,13,29,5 13 29,47,188
16729,0.5332,0,1,5,13,30,5 13 30,48,48
16730,5.5257,0,2,5,13,30,5 13 30,48,96
16731,38.6572,31.2,3,5,13,30,5 13 30,48,144
16732,72.8805,51.45,4,5,13,30,5 13 30,48,192
16733,0.5515,0,1,5,13,31,5 13 31,49,49
16734,6.075,0,2,5,13,31,5 13 31,49,98
16735,40.7089,32.67,3,5,13,31,5 13 31,49,147
16736,75.3061,52.88,4,5,13,31,5 13 31,49,196
16737,0.5546,0,1,5,13,32,5 13 32,50,50
16738,6.83,1.25,2,5,13,32,5 13 32,50,100
16739,43.0413,34.35,3,5,13,32,5 13 32,50,150
16740,77.3841,53.58,4,5,13,32,5 13 32,50,200
16741,0.5764,0,1,5,13,33,5 13 33,51,51
16742,7.8373,2.81,2,5,13,33,5 13 33,51,102
16743,46.5699,36.79,3,5,13,33,5 13 33,51,153
16744,80.1579,55.12,4,5,13,33,5 13 33,51,204
16745,0.5746,0,1,5,13,34,5 13 34,52,52
16746,9.0586,4.25,2,5,13,34,5 13 34,52,104
16747,48.9749,38.58,3,5,13,34,5 13 34,52,156
16748,85.1348,58.25,4,5,13,34,5 13 34,52,208
16749,0.6007,0,1,5,13,35,5 13 35,53,53
16750,10.2837,5.84,2,5,13,35,5 13 35,53,106
16751,51.2919,40.11,3,5,13,35,5 13 35,53,159
16752,86.5581,58.65,4,5,13,35,5 13 35,53,212
16753,0.6202,0,1,5,13,36,5 13 36,54,54
16754,11.5307,7.51,2,5,13,36,5 13 36,54,108
16755,54.5085,42.25,3,5,13,36,5 13 36,54,162
16756,90.6732,61.01,4,5,13,36,5 13 36,54,216
16757,0.6355,0,1,5,13,37,5 13 37,55,55
16758,13.3801,9.54,2,5,13,37,5 13 37,55,110
16759,57.1334,43.66,3,5,13,37,5 13 37,55,165
16760,93.1429,62,4,5,13,37,5 13 37,55,220
16761,0.6523,0,1,5,13,38,5 13 38,56,56
16762,15.3811,11.63,2,5,13,38,5 13 38,56,112
16763,59.8388,45.62,3,5,13,38,5 13 38,56,168
16764,94.7719,62.22,4,5,13,38,5 13 38,56,224
16765,0.6721,0,1,5,13,39,5 13 39,57,57
16766,16.6066,12.95,2,5,13,39,5 13 39,57,114
16767,62.6865,47.42,3,5,13,39,5 13 39,57,171
16768,98.7562,64.55,4,5,13,39,5 13 39,57,228
16769,0.6927,0,1,5,13,40,5 13 40,58,58
16770,17.4744,13.74,2,5,13,40,5 13 40,58,116
16771,64.4408,48.25,3,5,13,40,5 13 40,58,174
16772,99,64.71,4,5,13,40,5 13 40,58,232
16773,0.3443,0,1,5,14,14,5 14 14,33,33
16774,1.4724,0,2,5,14,14,5 14 14,33,66
16775,7.3137,1.05,3,5,14,14,5 14 14,33,99
16776,26.5402,20.99,4,5,14,14,5 14 14,33,132
16777,0.3608,0,1,5,14,15,5 14 15,34,34
16778,1.5583,0,2,5,14,15,5 14 15,34,68
16779,8.7629,2.66,3,5,14,15,5 14 15,34,102
16780,29.2125,23.29,4,5,14,15,5 14 15,34,136
16781,0.3628,0,1,5,14,16,5 14 16,35,35
16782,1.6623000000000001,0,2,5,14,16,5 14 16,35,70
16783,9.791,4.61,3,5,14,16,5 14 16,35,105
16784,32.3225,25.71,4,5,14,16,5 14 16,35,140
16785,0.3872,0,1,5,14,17,5 14 17,36,36
16786,1.7303,0,2,5,14,17,5 14 17,36,72
16787,11.483,6.68,3,5,14,17,5 14 17,36,108
16788,34.8602,27.62,4,5,14,17,5 14 17,36,144
16789,0.405,0,1,5,14,18,5 14 18,37,37
16790,1.942,0,2,5,14,18,5 14 18,37,74
16791,13.1209,8.86,3,5,14,18,5 14 18,37,111
16792,38.2483,30.17,4,5,14,18,5 14 18,37,148
16793,0.405,0,1,5,14,19,5 14 19,38,38
16794,2.0414,0,2,5,14,19,5 14 19,38,76
16795,16.1179,11.6,3,5,14,19,5 14 19,38,114
16796,41.5131,32.29,4,5,14,19,5 14 19,38,152
16797,0.4182,0,1,5,14,20,5 14 20,39,39
16798,2.1264,0,2,5,14,20,5 14 20,39,78
16799,18.2626,13.94,3,5,14,20,5 14 20,39,117
16800,44.11,34.19,4,5,14,20,5 14 20,39,156
16801,0.4456,0,1,5,14,21,5 14 21,40,40
16802,2.482,0,2,5,14,21,5 14 21,40,80
16803,19.866,15.43,3,5,14,21,5 14 21,40,120
16804,47.4286,36.49,4,5,14,21,5 14 21,40,160
16805,0.451,0,1,5,14,22,5 14 22,41,41
16806,2.6521,0,2,5,14,22,5 14 22,41,82
16807,21.7102,17.29,3,5,14,22,5 14 22,41,123
16808,49.4704,37.5,4,5,14,22,5 14 22,41,164
16809,0.4556,0,1,5,14,23,5 14 23,42,42
16810,2.9913,0,2,5,14,23,5 14 23,42,84
16811,25.3465,20.57,3,5,14,23,5 14 23,42,126
16812,53.4877,40.32,4,5,14,23,5 14 23,42,168
16813,0.4757,0,1,5,14,24,5 14 24,43,43
16814,3.3038,0,2,5,14,24,5 14 24,43,86
16815,26.6084,21.53,3,5,14,24,5 14 24,43,129
16816,55.626,41.43,4,5,14,24,5 14 24,43,172
16817,0.4679,0,1,5,14,25,5 14 25,44,44
16818,3.396,0,2,5,14,25,5 14 25,44,88
16819,28.5881,23.26,3,5,14,25,5 14 25,44,132
16820,59.5715,43.85,4,5,14,25,5 14 25,44,176
16821,0.4966,0,1,5,14,26,5 14 26,45,45
16822,3.8921,0,2,5,14,26,5 14 26,45,90
16823,31.6221,25.73,3,5,14,26,5 14 26,45,135
16824,63.1992,46.22,4,5,14,26,5 14 26,45,180
16825,0.5164,0,1,5,14,27,5 14 27,46,46
16826,4.1691,0,2,5,14,27,5 14 27,46,92
