...1,meanhighscores,percentmill,mytriggs,num_creatures1,num_creatures2,num_creatures3,players,creatureSum,TEC
11293,0.6572,0,1,3,13,40,3 13 40,56,56
11294,14.4376,10.82,2,3,13,40,3 13 40,56,112
11295,59.4119,45.33,3,3,13,40,3 13 40,56,168
11296,97.0913,63.9,4,3,13,40,3 13 40,56,224
11297,0.3295,0,1,3,14,14,3 14 14,31,31
11298,1.2131,0,2,3,14,14,3 14 14,31,62
11299,5.5677,0,3,3,14,14,3 14 14,31,93
11300,21.1091,16.45,4,3,14,14,3 14 14,31,124
11301,0.3408,0,1,3,14,15,3 14 15,32,32
11302,1.363,0,2,3,14,15,3 14 15,32,64
11303,6.3327,0,3,3,14,15,3 14 15,32,96
11304,25.16,19.87,4,3,14,15,3 14 15,32,128
11305,0.3486,0,1,3,14,16,3 14 16,33,33
11306,1.3856,0,2,3,14,16,3 14 16,33,66
11307,7.5709,1.12,3,3,14,16,3 14 16,33,99
11308,27.2438,21.74,4,3,14,16,3 14 16,33,132
11309,0.3532,0,1,3,14,17,3 14 17,34,34
11310,1.5062,0,2,3,14,17,3 14 17,34,68
11311,9.086,2.89,3,3,14,17,3 14 17,34,102
11312,29.1909,23.24,4,3,14,17,3 14 17,34,136
11313,0.3827,0,1,3,14,18,3 14 18,35,35
11314,1.5568,0,2,3,14,18,3 14 18,35,70
11315,10.3773,4.94,3,3,14,18,3 14 18,35,105
11316,32.4664,25.77,4,3,14,18,3 14 18,35,140
11317,0.3851,0,1,3,14,19,3 14 19,36,36
11318,1.7294,0,2,3,14,19,3 14 19,36,72
11319,11.692,6.97,3,3,14,19,3 14 19,36,108
11320,34.7736,27.57,4,3,14,19,3 14 19,36,144
11321,0.3988,0,1,3,14,20,3 14 20,37,37
11322,1.9186,0,2,3,14,20,3 14 20,37,74
11323,14.3898,9.79,3,3,14,20,3 14 20,37,111
11324,37.3305,29.36,4,3,14,20,3 14 20,37,148
11325,0.4113,0,1,3,14,21,3 14 21,38,38
11326,2.0491,0,2,3,14,21,3 14 21,38,76
11327,16.1098,11.77,3,3,14,21,3 14 21,38,114
11328,40.9487,32.06,4,3,14,21,3 14 21,38,152
11329,0.413,0,1,3,14,22,3 14 22,39,39
11330,2.2453,0,2,3,14,22,3 14 22,39,78
11331,18.219,13.91,3,3,14,22,3 14 22,39,117
11332,43.7207,33.88,4,3,14,22,3 14 22,39,156
11333,0.4131,0,1,3,14,23,3 14 23,40,40
11334,2.4959,0,2,3,14,23,3 14 23,40,80
11335,19.7931,15.43,3,3,14,23,3 14 23,40,120
11336,46.8568,36.06,4,3,14,23,3 14 23,40,160
11337,0.4333,0,1,3,14,24,3 14 24,41,41
11338,2.6644,0,2,3,14,24,3 14 24,41,82
11339,22.4456,18.05,3,3,14,24,3 14 24,41,123
11340,49.9462,37.96,4,3,14,24,3 14 24,41,164
11341,0.4545,0,1,3,14,25,3 14 25,42,42
11342,2.9283,0,2,3,14,25,3 14 25,42,84
11343,24.6758,19.84,3,3,14,25,3 14 25,42,126
11344,52.722,39.61,4,3,14,25,3 14 25,42,168
11345,0.4723,0,1,3,14,26,3 14 26,43,43
11346,3.0677,0,2,3,14,26,3 14 26,43,86
11347,26.6693,21.55,3,3,14,26,3 14 26,43,129
11348,56.4685,42.2,4,3,14,26,3 14 26,43,172
11349,0.4867,0,1,3,14,27,3 14 27,44,44
11350,3.3494,0,2,3,14,27,3 14 27,44,88
11351,30.181,24.69,3,3,14,27,3 14 27,44,132
11352,60.2722,44.26,4,3,14,27,3 14 27,44,176
11353,0.4992,0,1,3,14,28,3 14 28,45,45
11354,3.8024,0,2,3,14,28,3 14 28,45,90
11355,31.2271,25.39,3,3,14,28,3 14 28,45,135
11356,62.4111,45.6,4,3,14,28,3 14 28,45,180
11357,0.4968,0,1,3,14,29,3 14 29,46,46
11358,4.169,0,2,3,14,29,3 14 29,46,92
11359,34.344,28.01,3,3,14,29,3 14 29,46,138
11360,65.5258,47.25,4,3,14,29,3 14 29,46,184
11361,0.5173,0,1,3,14,30,3 14 30,47,47
11362,4.5753,0,2,3,14,30,3 14 30,47,94
11363,35.6055,28.73,3,3,14,30,3 14 30,47,141
11364,68.2371,48.84,4,3,14,30,3 14 30,47,188
11365,0.5111,0,1,3,14,31,3 14 31,48,48
11366,5.3585,0,2,3,14,31,3 14 31,48,96
11367,39.5224,31.99,3,3,14,31,3 14 31,48,144
11368,71.3991,50.8,4,3,14,31,3 14 31,48,192
11369,0.5511,0,1,3,14,32,3 14 32,49,49
11370,6.1136,0,2,3,14,32,3 14 32,49,98
11371,41.2746,33.07,3,3,14,32,3 14 32,49,147
11372,74.4729,52.4,4,3,14,32,3 14 32,49,196
11373,0.5572,0,1,3,14,33,3 14 33,50,50
11374,6.8031,1.04,2,3,14,33,3 14 33,50,100
11375,43.3333,34.47,3,3,14,33,3 14 33,50,150
11376,78.4143,54.67,4,3,14,33,3 14 33,50,200
11377,0.5752,0,1,3,14,34,3 14 34,51,51
11378,7.8209,2.78,2,3,14,34,3 14 34,51,102
11379,47.5774,37.87,3,3,14,34,3 14 34,51,153
11380,80.4765,55.49,4,3,14,34,3 14 34,51,204
11381,0.5959,0,1,3,14,35,3 14 35,52,52
11382,9.2074,4.54,2,3,14,35,3 14 35,52,104
11383,49.2502,38.85,3,3,14,35,3 14 35,52,156
11384,85.5337,58.12,4,3,14,35,3 14 35,52,208
11385,0.6031,0,1,3,14,36,3 14 36,53,53
11386,10.4205,6.1,2,3,14,36,3 14 36,53,106
11387,52.5778,41.04,3,3,14,36,3 14 36,53,159
11388,88.9992,60.19,4,3,14,36,3 14 36,53,212
11389,0.6104,0,1,3,14,37,3 14 37,54,54
11390,11.9201,7.88,2,3,14,37,3 14 37,54,108
11391,55.4723,43.12,3,3,14,37,3 14 37,54,162
11392,90.1142,60.59,4,3,14,37,3 14 37,54,216
11393,0.6297,0,1,3,14,38,3 14 38,55,55
11394,13.2508,9.46,2,3,14,38,3 14 38,55,110
11395,56.8551,43.84,3,3,14,38,3 14 38,55,165
11396,93.1074,61.74,4,3,14,38,3 14 38,55,220
11397,0.6552,0,1,3,14,39,3 14 39,56,56
11398,14.671,10.85,2,3,14,39,3 14 39,56,112
11399,60.7916,46.45,3,3,14,39,3 14 39,56,168
11400,95.8544,62.92,4,3,14,39,3 14 39,56,224
11401,0.6584,0,1,3,14,40,3 14 40,57,57
11402,15.8028,12.13,2,3,14,40,3 14 40,57,114
11403,63.1586,47.71,3,3,14,40,3 14 40,57,171
11404,99,65.36,4,3,14,40,3 14 40,57,228
11405,0.3504,0,1,3,15,15,3 15 15,33,33
11406,1.3936,0,2,3,15,15,3 15 15,33,66
11407,7.44,0.93,3,3,15,15,3 15 15,33,99
11408,26.685,21.37,4,3,15,15,3 15 15,33,132
11409,0.3643,0,1,3,15,16,3 15 16,34,34
11410,1.5138,0,2,3,15,16,3 15 16,34,68
11411,8.5881,2.67,3,3,15,16,3 15 16,34,102
11412,28.5795,22.71,4,3,15,16,3 15 16,34,136
11413,0.3653,0,1,3,15,17,3 15 17,35,35
11414,1.674,0,2,3,15,17,3 15 17,35,70
11415,10.2964,4.8,3,3,15,17,3 15 17,35,105
11416,32.4636,25.93,4,3,15,17,3 15 17,35,140
11417,0.383,0,1,3,15,18,3 15 18,36,36
11418,1.8,0,2,3,15,18,3 15 18,36,72
11419,12.2044,7.3,3,3,15,18,3 15 18,36,108
11420,35.9396,28.68,4,3,15,18,3 15 18,36,144
11421,0.3907,0,1,3,15,19,3 15 19,37,37
11422,1.8564,0,2,3,15,19,3 15 19,37,74
11423,13.6949,9.11,3,3,15,19,3 15 19,37,111
11424,38.6457,30.49,4,3,15,19,3 15 19,37,148
11425,0.4091,0,1,3,15,20,3 15 20,38,38
11426,2.1095,0,2,3,15,20,3 15 20,38,76
11427,16.1693,11.87,3,3,15,20,3 15 20,38,114
11428,40.8692,31.95,4,3,15,20,3 15 20,38,152
11429,0.4166,0,1,3,15,21,3 15 21,39,39
11430,2.1798,0,2,3,15,21,3 15 21,39,78
11431,18.4126,14,3,3,15,21,3 15 21,39,117
11432,44.2048,34.31,4,3,15,21,3 15 21,39,156
11433,0.4443,0,1,3,15,22,3 15 22,40,40
11434,2.402,0,2,3,15,22,3 15 22,40,80
11435,19.6569,15.45,3,3,15,22,3 15 22,40,120
11436,47.3895,36.51,4,3,15,22,3 15 22,40,160
11437,0.441,0,1,3,15,23,3 15 23,41,41
11438,2.6118,0,2,3,15,23,3 15 23,41,82
11439,21.5956,17.31,3,3,15,23,3 15 23,41,123
11440,48.7311,37.1,4,3,15,23,3 15 23,41,164
11441,0.4567,0,1,3,15,24,3 15 24,42,42
11442,2.8046,0,2,3,15,24,3 15 24,42,84
11443,23.8244,19.31,3,3,15,24,3 15 24,42,126
11444,52.6703,39.83,4,3,15,24,3 15 24,42,168
11445,0.4622,0,1,3,15,25,3 15 25,43,43
11446,3.106,0,2,3,15,25,3 15 25,43,86
11447,27.6357,22.64,3,3,15,25,3 15 25,43,129
11448,55.1692,40.99,4,3,15,25,3 15 25,43,172
11449,0.4855,0,1,3,15,26,3 15 26,44,44
11450,3.5109,0,2,3,15,26,3 15 26,44,88
11451,28.594,23.23,3,3,15,26,3 15 26,44,132
11452,59.3659,43.85,4,3,15,26,3 15 26,44,176
11453,0.4898,0,1,3,15,27,3 15 27,45,45
11454,3.9115,0,2,3,15,27,3 15 27,45,90
11455,31.6248,25.72,3,3,15,27,3 15 27,45,135
11456,63.0076,45.93,4,3,15,27,3 15 27,45,180
11457,0.52,0,1,3,15,28,3 15 28,46,46
11458,3.9799,0,2,3,15,28,3 15 28,46,92
11459,34.9795,28.53,3,3,15,28,3 15 28,46,138
11460,64.4816,46.57,4,3,15,28,3 15 28,46,184
11461,0.5361,0,1,3,15,29,3 15 29,47,47
11462,4.8098,0,2,3,15,29,3 15 29,47,94
11463,38.0595,30.81,3,3,15,29,3 15 29,47,141
11464,69.1407,49.54,4,3,15,29,3 15 29,47,188
11465,0.5501,0,1,3,15,30,3 15 30,48,48
11466,5.4011,0,2,3,15,30,3 15 30,48,96
11467,40.1201,32.49,3,3,15,30,3 15 30,48,144
11468,70.7912,50.11,4,3,15,30,3 15 30,48,192
11469,0.5568,0,1,3,15,31,3 15 31,49,49
11470,6.1182,0,2,3,15,31,3 15 31,49,98
11471,40.3062,32.31,3,3,15,31,3 15 31,49,147
11472,74.0099,51.82,4,3,15,31,3 15 31,49,196
11473,0.5474,0,1,3,15,32,3 15 32,50,50
11474,6.8166,1.07,2,3,15,32,3 15 32,50,100
11475,43.7481,34.88,3,3,15,32,3 15 32,50,150
11476,77.0263,53.53,4,3,15,32,3 15 32,50,200
11477,0.5864,0,1,3,15,33,3 15 33,51,51
11478,8.2731,2.77,2,3,15,33,3 15 33,51,102
11479,46.8616,37.12,3,3,15,33,3 15 33,51,153
11480,80.9565,55.79,4,3,15,33,3 15 33,51,204
11481,0.6067,0,1,3,15,34,3 15 34,52,52
11482,9.2416,4.76,2,3,15,34,3 15 34,52,104
11483,49.0893,38.74,3,3,15,34,3 15 34,52,156
11484,84.351,57.62,4,3,15,34,3 15 34,52,208
11485,0.601,0,1,3,15,35,3 15 35,53,53
11486,10.2473,5.98,2,3,15,35,3 15 35,53,106
11487,51.0698,39.78,3,3,15,35,3 15 35,53,159
11488,86.5918,58.63,4,3,15,35,3 15 35,53,212
11489,0.5955,0,1,3,15,36,3 15 36,54,54
11490,11.9844,7.99,2,3,15,36,3 15 36,54,108
11491,53.3836,41.33,3,3,15,36,3 15 36,54,162
11492,89.5774,60.4,4,3,15,36,3 15 36,54,216
11493,0.6403,0,1,3,15,37,3 15 37,55,55
11494,13.4392,9.62,2,3,15,37,3 15 37,55,110
11495,56.8724,43.7,3,3,15,37,3 15 37,55,165
11496,92.7623,61.67,4,3,15,37,3 15 37,55,220
11497,0.659,0,1,3,15,38,3 15 38,56,56
11498,14.9353,11.24,2,3,15,38,3 15 38,56,112
11499,59.4453,45.48,3,3,15,38,3 15 38,56,168
11500,95.0224,62.6,4,3,15,38,3 15 38,56,224
11501,0.6761,0,1,3,15,39,3 15 39,57,57
11502,17.0757,13.38,2,3,15,39,3 15 39,57,114
11503,62.6231,47.34,3,3,15,39,3 15 39,57,171
11504,98.7937,64.34,4,3,15,39,3 15 39,57,228
11505,0.6718,0,1,3,15,40,3 15 40,58,58
11506,18.6277,14.69,2,3,15,40,3 15 40,58,116
11507,64.392,48.38,3,3,15,40,3 15 40,58,174
11508,99,65.43,4,3,15,40,3 15 40,58,232
11509,0.3592,0,1,3,16,16,3 16 16,35,35
11510,1.6378,0,2,3,16,16,3 16 16,35,70
11511,10.6578,5.14,3,3,16,16,3 16 16,35,105
11512,32.1962,25.4,4,3,16,16,3 16 16,35,140
11513,0.3972,0,1,3,16,17,3 16 17,36,36
11514,1.776,0,2,3,16,17,3 16 17,36,72
11515,11.9225,7.27,3,3,16,17,3 16 17,36,108
11516,34.3873,27.23,4,3,16,17,3 16 17,36,144
11517,0.3973,0,1,3,16,18,3 16 18,37,37
11518,1.9422,0,2,3,16,18,3 16 18,37,74
11519,14.3134,9.68,3,3,16,18,3 16 18,37,111
11520,37.8105,29.9,4,3,16,18,3 16 18,37,148
11521,0.4012,0,1,3,16,19,3 16 19,38,38
11522,2.1187,0,2,3,16,19,3 16 19,38,76
11523,16.2256,11.88,3,3,16,19,3 16 19,38,114
11524,40.9063,31.83,4,3,16,19,3 16 19,38,152
11525,0.414,0,1,3,16,20,3 16 20,39,39
11526,2.2436,0,2,3,16,20,3 16 20,39,78
11527,17.8309,13.56,3,3,16,20,3 16 20,39,117
11528,44.2081,34.19,4,3,16,20,3 16 20,39,156
11529,0.4299,0,1,3,16,21,3 16 21,40,40
11530,2.4465,0,2,3,16,21,3 16 21,40,80
11531,19.6682,15.39,3,3,16,21,3 16 21,40,120
11532,47.0533,36.25,4,3,16,21,3 16 21,40,160
11533,0.4393,0,1,3,16,22,3 16 22,41,41
11534,2.4845,0,2,3,16,22,3 16 22,41,82
11535,21.0931,16.68,3,3,16,22,3 16 22,41,123
11536,49.4691,37.67,4,3,16,22,3 16 22,41,164
11537,0.4491,0,1,3,16,23,3 16 23,42,42
11538,2.9053,0,2,3,16,23,3 16 23,42,84
11539,24.4885,19.8,3,3,16,23,3 16 23,42,126
11540,53.7137,40.45,4,3,16,23,3 16 23,42,168
11541,0.4681,0,1,3,16,24,3 16 24,43,43
11542,3.1436,0,2,3,16,24,3 16 24,43,86
11543,26.8096,21.76,3,3,16,24,3 16 24,43,129
11544,55.8745,41.6,4,3,16,24,3 16 24,43,172
11545,0.4703,0,1,3,16,25,3 16 25,44,44
11546,3.4317,0,2,3,16,25,3 16 25,44,88
11547,28.9031,23.52,3,3,16,25,3 16 25,44,132
11548,60.6641,44.53,4,3,16,25,3 16 25,44,176
11549,0.4907,0,1,3,16,26,3 16 26,45,45
11550,3.7354,0,2,3,16,26,3 16 26,45,90
11551,31.6103,25.7,3,3,16,26,3 16 26,45,135
11552,62.1134,45.18,4,3,16,26,3 16 26,45,180
11553,0.4958,0,1,3,16,27,3 16 27,46,46
11554,4.1989,0,2,3,16,27,3 16 27,46,92
11555,33.5758,27.39,3,3,16,27,3 16 27,46,138
11556,65.1307,47.1,4,3,16,27,3 16 27,46,184
11557,0.5336,0,1,3,16,28,3 16 28,47,47
11558,4.6288,0,2,3,16,28,3 16 28,47,94
11559,36.4548,29.49,3,3,16,28,3 16 28,47,141
11560,68.3866,48.8,4,3,16,28,3 16 28,47,188
11561,0.5396,0,1,3,16,29,3 16 29,48,48
11562,5.3379,0,2,3,16,29,3 16 29,48,96
11563,38.2737,30.91,3,3,16,29,3 16 29,48,144
11564,71.07,50.52,4,3,16,29,3 16 29,48,192
11565,0.5539,0,1,3,16,30,3 16 30,49,49
11566,5.9849,0,2,3,16,30,3 16 30,49,98
11567,40.951,32.85,3,3,16,30,3 16 30,49,147
11568,74.2074,52.11,4,3,16,30,3 16 30,49,196
11569,0.5704,0,1,3,16,31,3 16 31,50,50
11570,6.8988,0.96,2,3,16,31,3 16 31,50,100
11571,45.0638,35.67,3,3,16,31,3 16 31,50,150
11572,78.4592,54.64,4,3,16,31,3 16 31,50,200
11573,0.5915,0,1,3,16,32,3 16 32,51,51
11574,8.2629,3.01,2,3,16,32,3 16 32,51,102
11575,46.042,36.56,3,3,16,32,3 16 32,51,153
11576,81.7685,56.19,4,3,16,32,3 16 32,51,204
11577,0.5957,0,1,3,16,33,3 16 33,52,52
11578,9.3263,4.51,2,3,16,33,3 16 33,52,104
11579,48.1072,37.83,3,3,16,33,3 16 33,52,156
11580,83.846,57.22,4,3,16,33,3 16 33,52,208
11581,0.6033,0,1,3,16,34,3 16 34,53,53
11582,10.6207,6.15,2,3,16,34,3 16 34,53,106
11583,52.1297,40.59,3,3,16,34,3 16 34,53,159
11584,88.281,59.71,4,3,16,34,3 16 34,53,212
11585,0.6235,0,1,3,16,35,3 16 35,54,54
11586,11.2827,7.32,2,3,16,35,3 16 35,54,108
11587,53.506,41.44,3,3,16,35,3 16 35,54,162
11588,90.5191,60.89,4,3,16,35,3 16 35,54,216
11589,0.6331,0,1,3,16,36,3 16 36,55,55
11590,13.5826,9.68,2,3,16,36,3 16 36,55,110
11591,56.8728,43.78,3,3,16,36,3 16 36,55,165
11592,94.0123,62.52,4,3,16,36,3 16 36,55,220
11593,0.6525,0,1,3,16,37,3 16 37,56,56
11594,15.2677,11.31,2,3,16,37,3 16 37,56,112
11595,59.2493,45.19,3,3,16,37,3 16 37,56,168
11596,96.1578,63.14,4,3,16,37,3 16 37,56,224
11597,0.6661,0,1,3,16,38,3 16 38,57,57
11598,16.0581,12.25,2,3,16,38,3 16 38,57,114
11599,61.529,46.52,3,3,16,38,3 16 38,57,171
11600,98.4648,64.43,4,3,16,38,3 16 38,57,228
11601,0.6845,0,1,3,16,39,3 16 39,58,58
11602,18.3063,14.59,2,3,16,39,3 16 39,58,116
11603,64.5349,48.43,3,3,16,39,3 16 39,58,174
11604,99,64.81,4,3,16,39,3 16 39,58,232
11605,0.6928,0,1,3,16,40,3 16 40,59,59
11606,20.4636,16.52,2,3,16,40,3 16 40,59,118
11607,68.4576,50.9,3,3,16,40,3 16 40,59,177
11609,0.3957,0,1,3,17,17,3 17 17,37,37
11610,1.9065,0,2,3,17,17,3 17 17,37,74
11611,13.7706,9.38,3,3,17,17,3 17 17,37,111
11612,39.3455,31.13,4,3,17,17,3 17 17,37,148
11613,0.4165,0,1,3,17,18,3 17 18,38,38
11614,2.1625,0,2,3,17,18,3 17 18,38,76
11615,15.5527,11.34,3,3,17,18,3 17 18,38,114
11616,41.1491,31.99,4,3,17,18,3 17 18,38,152
11617,0.4239,0,1,3,17,19,3 17 19,39,39
11618,2.1524,0,2,3,17,19,3 17 19,39,78
11619,18.4213,14.21,3,3,17,19,3 17 19,39,117
11620,43.9233,33.99,4,3,17,19,3 17 19,39,156
11621,0.4299,0,1,3,17,20,3 17 20,40,40
11622,2.3975,0,2,3,17,20,3 17 20,40,80
11623,20.014,15.61,3,3,17,20,3 17 20,40,120
11624,46.8348,36.06,4,3,17,20,3 17 20,40,160
11625,0.4459,0,1,3,17,21,3 17 21,41,41
11626,2.6432,0,2,3,17,21,3 17 21,41,82
11627,22.251,17.77,3,3,17,21,3 17 21,41,123
11628,49.1147,37.27,4,3,17,21,3 17 21,41,164
11629,0.4575,0,1,3,17,22,3 17 22,42,42
11630,2.8487,0,2,3,17,22,3 17 22,42,84
11631,23.4529,18.8,3,3,17,22,3 17 22,42,126
11632,53.5451,40.34,4,3,17,22,3 17 22,42,168
11633,0.4622,0,1,3,17,23,3 17 23,43,43
11634,3.1093,0,2,3,17,23,3 17 23,43,86
11635,26.8978,21.81,3,3,17,23,3 17 23,43,129
11636,56.6589,42.25,4,3,17,23,3 17 23,43,172
11637,0.4905,0,1,3,17,24,3 17 24,44,44
11638,3.4641,0,2,3,17,24,3 17 24,44,88
11639,28.4233,23.06,3,3,17,24,3 17 24,44,132
11640,58.4733,42.94,4,3,17,24,3 17 24,44,176
11641,0.4904,0,1,3,17,25,3 17 25,45,45
11642,4.0331,0,2,3,17,25,3 17 25,45,90
11643,31.7267,25.79,3,3,17,25,3 17 25,45,135
11644,61.1082,44.56,4,3,17,25,3 17 25,45,180
11645,0.4984,0,1,3,17,26,3 17 26,46,46
11646,4.2181,0,2,3,17,26,3 17 26,46,92
11647,33.3187,27.06,3,3,17,26,3 17 26,46,138
11648,64.5819,46.67,4,3,17,26,3 17 26,46,184
11649,0.5175,0,1,3,17,27,3 17 27,47,47
11650,4.5246,0,2,3,17,27,3 17 27,47,94
11651,35.8845,29.09,3,3,17,27,3 17 27,47,141
11652,68.6232,48.97,4,3,17,27,3 17 27,47,188
11653,0.5428,0,1,3,17,28,3 17 28,48,48
11654,5.559,0,2,3,17,28,3 17 28,48,96
11655,38.4898,30.89,3,3,17,28,3 17 28,48,144
11656,71.3853,50.56,4,3,17,28,3 17 28,48,192
11657,0.5529,0,1,3,17,29,3 17 29,49,49
11658,5.7732,0,2,3,17,29,3 17 29,49,98
11659,41.2375,33.05,3,3,17,29,3 17 29,49,147
11660,74.4561,52.33,4,3,17,29,3 17 29,49,196
11661,0.5519,0,1,3,17,30,3 17 30,50,50
11662,6.8193,1.01,2,3,17,30,3 17 30,50,100
11663,44.0857,35.18,3,3,17,30,3 17 30,50,150
11664,76.783,53.58,4,3,17,30,3 17 30,50,200
11665,0.571,0,1,3,17,31,3 17 31,51,51
11666,7.9566,2.86,2,3,17,31,3 17 31,51,102
11667,46.3521,36.54,3,3,17,31,3 17 31,51,153
11668,80.7429,55.52,4,3,17,31,3 17 31,51,204
11669,0.5968,0,1,3,17,32,3 17 32,52,52
11670,9.3111,4.7,2,3,17,32,3 17 32,52,104
11671,48.0644,37.68,3,3,17,32,3 17 32,52,156
11672,83.1751,56.78,4,3,17,32,3 17 32,52,208
11673,0.6132,0,1,3,17,33,3 17 33,53,53
11674,10.2666,5.8,2,3,17,33,3 17 33,53,106
11675,50.9211,39.59,3,3,17,33,3 17 33,53,159
11676,86.3062,58.23,4,3,17,33,3 17 33,53,212
11677,0.6384,0,1,3,17,34,3 17 34,54,54
11678,11.9279,7.68,2,3,17,34,3 17 34,54,108
11679,53.4614,41.4,3,3,17,34,3 17 34,54,162
11680,90.3148,60.32,4,3,17,34,3 17 34,54,216
11681,0.6368,0,1,3,17,35,3 17 35,55,55
11682,13.0909,9.2,2,3,17,35,3 17 35,55,110
11683,57.0556,43.75,3,3,17,35,3 17 35,55,165
11684,92.0306,61.07,4,3,17,35,3 17 35,55,220
11685,0.6541,0,1,3,17,36,3 17 36,56,56
11686,14.7781,10.99,2,3,17,36,3 17 36,56,112
11687,60.2437,45.99,3,3,17,36,3 17 36,56,168
11688,95.7156,63.07,4,3,17,36,3 17 36,56,224
11689,0.6788,0,1,3,17,37,3 17 37,57,57
11690,16.684,12.92,2,3,17,37,3 17 37,57,114
11691,61.4396,46.44,3,3,17,37,3 17 37,57,171
11692,98.0286,64.15,4,3,17,37,3 17 37,57,228
11693,0.6844,0,1,3,17,38,3 17 38,58,58
11694,18.0969,14.22,2,3,17,38,3 17 38,58,116
11695,64.541,48.55,3,3,17,38,3 17 38,58,174
11696,99,64.93,4,3,17,38,3 17 38,58,232
11697,0.7162,0,1,3,17,39,3 17 39,59,59
11698,19.5557,15.75,2,3,17,39,3 17 39,59,118
11699,67.0736,49.76,3,3,17,39,3 17 39,59,177
11701,0.7227,0,1,3,17,40,3 17 40,60,60
11702,21.207,17.28,2,3,17,40,3 17 40,60,120
11703,69.3362,51.29,3,3,17,40,3 17 40,60,180
11705,0.4156,0,1,3,18,18,3 18 18,39,39
11706,2.245,0,2,3,18,18,3 18 18,39,78
11707,18.0011,13.76,3,3,18,18,3 18 18,39,117
11708,43.964,34.07,4,3,18,18,3 18 18,39,156
11709,0.4392,0,1,3,18,19,3 18 19,40,40
11710,2.3908,0,2,3,18,19,3 18 19,40,80
11711,20.0521,15.63,3,3,18,19,3 18 19,40,120
11712,45.913,35.31,4,3,18,19,3 18 19,40,160
11713,0.4447,0,1,3,18,20,3 18 20,41,41
11714,2.5991,0,2,3,18,20,3 18 20,41,82
11715,21.3093,16.95,3,3,18,20,3 18 20,41,123
11716,49.9354,38.03,4,3,18,20,3 18 20,41,164
11717,0.4634,0,1,3,18,21,3 18 21,42,42
11718,2.8719,0,2,3,18,21,3 18 21,42,84
11719,24.8769,20.15,3,3,18,21,3 18 21,42,126
11720,53.4442,40.33,4,3,18,21,3 18 21,42,168
11721,0.4663,0,1,3,18,22,3 18 22,43,43
11722,3.004,0,2,3,18,22,3 18 22,43,86
11723,27.1306,22.02,3,3,18,22,3 18 22,43,129
11724,55.7496,41.29,4,3,18,22,3 18 22,43,172
11725,0.4872,0,1,3,18,23,3 18 23,44,44
11726,3.4311,0,2,3,18,23,3 18 23,44,88
11727,28.4229,23.05,3,3,18,23,3 18 23,44,132
11728,59.2572,43.55,4,3,18,23,3 18 23,44,176
11729,0.4972,0,1,3,18,24,3 18 24,45,45
11730,3.9158,0,2,3,18,24,3 18 24,45,90
11731,31.2065,25.44,3,3,18,24,3 18 24,45,135
11732,61.8213,45.39,4,3,18,24,3 18 24,45,180
11733,0.5014,0,1,3,18,25,3 18 25,46,46
11734,4.182,0,2,3,18,25,3 18 25,46,92
11735,34.5466,28.19,3,3,18,25,3 18 25,46,138
11736,66.5408,47.97,4,3,18,25,3 18 25,46,184
11737,0.5191,0,1,3,18,26,3 18 26,47,47
11738,4.8159,0,2,3,18,26,3 18 26,47,94
11739,36.0091,29.19,3,3,18,26,3 18 26,47,141
11740,68.0166,48.69,4,3,18,26,3 18 26,47,188
11741,0.5453,0,1,3,18,27,3 18 27,48,48
11742,5.2555,0,2,3,18,27,3 18 27,48,96
11743,39.108,31.68,3,3,18,27,3 18 27,48,144
11744,71.6853,51.06,4,3,18,27,3 18 27,48,192
11745,0.5549,0,1,3,18,28,3 18 28,49,49
11746,6.2489,0,2,3,18,28,3 18 28,49,98
11747,41.0113,32.94,3,3,18,28,3 18 28,49,147
11748,74.7088,52.21,4,3,18,28,3 18 28,49,196
11749,0.5835,0,1,3,18,29,3 18 29,50,50
11750,6.9803,1.08,2,3,18,29,3 18 29,50,100
11751,44.3136,35.26,3,3,18,29,3 18 29,50,150
11752,77.5107,53.86,4,3,18,29,3 18 29,50,200
11753,0.5832,0,1,3,18,30,3 18 30,51,51
11754,7.851,2.67,2,3,18,30,3 18 30,51,102
11755,46.2395,36.58,3,3,18,30,3 18 30,51,153
11756,80.835,55.16,4,3,18,30,3 18 30,51,204
11757,0.5971,0,1,3,18,31,3 18 31,52,52
11758,9.2349,4.49,2,3,18,31,3 18 31,52,104
11759,49.39,38.72,3,3,18,31,3 18 31,52,156
11760,83.6254,57,4,3,18,31,3 18 31,52,208
11761,0.5935,0,1,3,18,32,3 18 32,53,53
11762,10.3583,6.1,2,3,18,32,3 18 32,53,106
11763,51.7759,40.51,3,3,18,32,3 18 32,53,159
11764,85.8761,57.9,4,3,18,32,3 18 32,53,212
11765,0.6256,0,1,3,18,33,3 18 33,54,54
11766,11.6728,7.67,2,3,18,33,3 18 33,54,108
11767,54.3273,42.12,3,3,18,33,3 18 33,54,162
11768,89.5711,59.89,4,3,18,33,3 18 33,54,216
11769,0.6384,0,1,3,18,34,3 18 34,55,55
11770,12.9322,9.08,2,3,18,34,3 18 34,55,110
11771,56.0976,43.15,3,3,18,34,3 18 34,55,165
11772,92.454,61.07,4,3,18,34,3 18 34,55,220
11773,0.6631,0,1,3,18,35,3 18 35,56,56
11774,14.6131,10.97,2,3,18,35,3 18 35,56,112
11775,58.3829,44.52,3,3,18,35,3 18 35,56,168
